date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:47	19/19	---M--	403	error ('Forbidden')	text/plain	date:Sun,%2009%20Mar%202025%2023:08:47%20GMT	https://www.clalymanagement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.clalymanagement.com%2Fabout-us%2F	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/wp-json/oembed/1.0/embedd543	(from https://www.clalymanagement.com/about-us/)
17:08:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Mar%202025%2023:08:47%20GMT	https://www.clalymanagement.com/?p=25	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/index970c.html	(from https://www.clalymanagement.com/about-us/)
17:08:48	19/19	---M--	403	error ('Forbidden')	text/plain	date:Sun,%2009%20Mar%202025%2023:08:47%20GMT	https://www.clalymanagement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.clalymanagement.com%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/wp-json/oembed/1.0/embed49f4	(from https://www.clalymanagement.com/about-us/)
17:08:49	712014/712014	---M--	200	added ('OK')	image/jpeg	etag:%22071-smub17001-di6ssj1-35il0s%22	https://www.clalymanagement.com/wp-content/uploads/go-x/u/fc40cadd-7d94-4e5a-b27e-259540757a0e/image.jpg	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/wp-content/uploads/go-x/u/fc40cadd-7d94-4e5a-b27e-259540757a0e/image.jpg	(from https://www.clalymanagement.com/about-us/)
17:08:49	328096/328096	---M--	200	added ('OK')	image/jpeg	etag:%22071-4nub17001-fi6ssj1-u41o0s%22	https://www.clalymanagement.com/wp-content/uploads/go-x/u/86756263-9552-4550-8d63-7b971a86e50f/l320,t0,w1281,h1281/image.jpg	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/wp-content/uploads/go-x/u/86756263-9552-4550-8d63-7b971a86e50f/l320,t0,w1281,h1281/image.jpg	(from https://www.clalymanagement.com/about-us/)
17:08:50	90317/90317	---M--	200	added ('OK')	image/jpeg	etag:%22071-mqpb17001-ei6ssj1-35tvgq%22	https://www.clalymanagement.com/wp-content/uploads/go-x/u/21579ba3-2415-46d9-95c7-487bbdc0e72c/l480,t0,w1920,h1920/image-1366x1366.jpg	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/wp-content/uploads/go-x/u/21579ba3-2415-46d9-95c7-487bbdc0e72c/l480,t0,w1920,h1920/image-1366x1366.jpg	(from https://www.clalymanagement.com/about-us/)
17:08:50	19/19	---M--	403	error ('Forbidden')	text/plain	date:Sun,%2009%20Mar%202025%2023:08:50%20GMT	https://www.clalymanagement.com/wp-json/wp/v2/pages/26	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/wp-json/wp/v2/pages/26.36.delayed	(from https://www.clalymanagement.com/contact-us/)
17:08:50	11020/11020	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Mar%202025%2023:08:50%20GMT	https://www.clalymanagement.com/about-us/Trident/	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/about-us/Trident/index.html	(from https://www.clalymanagement.com/about-us/)
17:08:50	19/19	---M--	403	error ('Forbidden')	text/plain	date:Sun,%2009%20Mar%202025%2023:08:50%20GMT	https://www.clalymanagement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.clalymanagement.com%2Fcontact-us%2F	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/wp-json/oembed/1.0/embeda4f0	(from https://www.clalymanagement.com/contact-us/)
17:08:50	19/19	---M--	403	error ('Forbidden')	text/plain	date:Sun,%2009%20Mar%202025%2023:08:50%20GMT	https://www.clalymanagement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.clalymanagement.com%2Fcontact-us%2F&format=xml	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/wp-json/oembed/1.0/embedf046	(from https://www.clalymanagement.com/contact-us/)
17:08:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Mar%202025%2023:08:50%20GMT	https://www.clalymanagement.com/?p=26	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/index88b9.html	(from https://www.clalymanagement.com/contact-us/)
17:08:51	11020/11020	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Mar%202025%2023:08:51%20GMT	https://www.clalymanagement.com/contact-us/Trident/	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/contact-us/Trident/index.html	(from https://www.clalymanagement.com/contact-us/)
17:08:52	888251/888251	---M--	200	added ('OK')	image/jpeg	etag:%22071-omub17001-di6ssj1-rj2aqd%22	https://www.clalymanagement.com/wp-content/uploads/go-x/u/af9e4553-d5e3-4d3e-a17a-52d92c244b5e/image.jpg	C:/My%20Web%20Sites/Claly%20Management/www.clalymanagement.com/wp-content/uploads/go-x/u/af9e4553-d5e3-4d3e-a17a-52d92c244b5e/image.jpg	(from https://www.clalymanagement.com/contact-us/)
